date,geography,geography code,all_personal transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Hackney 026,E02000370,329,37,57,33,19,46,23,20,60,34,13,95,126,88,7,0.328267477,80,23,31,9,28,125,33,0.480243161,192,52,29,56,0.583586626,88,241,0.732522796,238,91,0.723404255
2011,Hackney 027,E02000371,379,45,81,47,19,57,34,12,50,34,36,105,161,72,5,0.372031662,51,34,52,6,48,147,41,0.496042216,202,72,30,75,0.53298153,103,276,0.72823219,258,121,0.680738786
2011,Hackney 028,E02006918,492,46,94,62,40,63,34,34,75,44,32,171,199,86,4,0.412601626,63,55,59,10,51,183,71,0.516260163,278,94,19,101,0.56504065,141,351,0.713414634,330,162,0.670731707
2011,Hackney 029,E02006921,381,59,60,33,42,44,26,30,54,33,21,115,155,81,9,0.356955381,116,44,39,6,29,106,41,0.385826772,263,51,13,54,0.690288714,152,229,0.601049869,272,109,0.713910761
2011,Hammersmith and Fulham 001,E02000372,595,58,83,71,48,101,49,26,88,71,47,123,271,141,13,0.285714286,103,78,71,17,71,176,79,0.428571429,335,95,24,141,0.56302521,130,465,0.781512605,394,201,0.662184874
2011,Hammersmith and Fulham 002,E02000373,360,41,36,43,24,62,23,19,79,33,19,81,152,95,13,0.277777778,72,48,43,15,48,87,47,0.372222222,205,70,22,63,0.569444444,88,272,0.755555556,256,104,0.711111111
2011,Hammersmith and Fulham 003,E02000374,481,83,109,85,31,51,24,16,60,22,16,130,216,103,16,0.303534304,48,34,41,8,59,250,41,0.604989605,262,108,39,72,0.544698545,89,392,0.814968815,296,185,0.615384615
2011,Hammersmith and Fulham 004,E02000375,378,49,76,76,20,53,12,14,64,14,12,114,162,81,9,0.333333333,39,29,42,10,49,176,33,0.552910053,192,77,19,90,0.507936508,91,287,0.759259259,254,124,0.671957672
2011,Hammersmith and Fulham 005,E02000376,442,61,105,93,23,51,19,14,51,25,31,141,196,67,7,0.389140271,36,23,46,10,46,229,52,0.635746606,224,85,44,89,0.50678733,71,371,0.839366516,275,167,0.622171946
2011,Hammersmith and Fulham 006,E02000377,541,78,142,105,29,63,24,14,61,25,24,159,238,110,10,0.338262477,45,41,50,9,68,286,42,0.606284658,282,108,53,98,0.521256932,100,441,0.815157116,343,198,0.634011091
2011,Hammersmith and Fulham 007,E02000378,375,67,112,60,16,36,15,19,33,17,18,130,161,57,9,0.394666667,22,23,19,5,38,225,43,0.714666667,187,81,50,57,0.498666667,70,305,0.813333333,223,152,0.594666667
2011,Hammersmith and Fulham 008,E02000379,588,112,171,107,36,60,27,15,38,22,48,162,250,115,13,0.357142857,29,31,46,9,53,371,49,0.714285714,295,142,44,107,0.50170068,96,492,0.836734694,346,242,0.588435374
2011,Hammersmith and Fulham 009,E02000380,367,70,111,73,16,29,15,16,24,13,11,96,166,87,7,0.291553134,19,23,30,5,39,228,23,0.683923706,172,105,34,56,0.46866485,49,318,0.866485014,229,138,0.623978202
2011,Hammersmith and Fulham 010,E02000381,441,99,113,93,24,45,13,9,32,13,16,135,196,74,20,0.342403628,22,23,31,4,51,277,33,0.702947846,226,117,35,63,0.512471655,65,376,0.85260771,266,175,0.603174603
2011,Hammersmith and Fulham 011,E02000382,384,88,95,87,24,27,19,8,21,15,18,99,163,90,14,0.3046875,23,21,31,6,36,235,32,0.6953125,192,87,44,61,0.5,69,315,0.8203125,220,164,0.572916667
2011,Hammersmith and Fulham 012,E02000383,501,89,137,100,18,41,26,21,53,16,25,186,179,94,17,0.421157685,36,51,30,6,42,291,45,0.670658683,251,103,58,89,0.500998004,84,417,0.832335329,337,164,0.672654691
2011,Hammersmith and Fulham 013,E02000384,328,53,82,53,16,44,24,6,37,13,12,118,122,67,9,0.396341463,32,22,37,4,35,171,27,0.603658537,160,79,37,52,0.487804878,66,262,0.798780488,205,123,0.625
2011,Hammersmith and Fulham 014,E02000385,328,52,113,66,22,28,13,8,18,8,18,159,106,37,8,0.539634146,13,19,20,6,29,221,20,0.734756098,133,106,45,44,0.405487805,34,294,0.896341463,200,128,0.609756098
2011,Hammersmith and Fulham 015,E02000386,378,56,80,62,19,38,23,12,64,24,20,105,157,91,5,0.330687831,57,32,36,9,37,171,36,0.547619048,184,83,42,69,0.486772487,80,298,0.788359788,258,120,0.682539683
2011,Hammersmith and Fulham 016,E02000387,355,53,91,61,29,54,21,5,26,15,22,124,131,75,3,0.411267606,38,25,24,6,36,202,24,0.636619718,179,84,39,53,0.504225352,56,299,0.842253521,218,137,0.614084507
2011,Hammersmith and Fulham 017,E02000388,457,86,117,100,21,53,20,14,29,17,31,173,172,57,24,0.446389497,40,30,43,14,40,259,31,0.634573304,239,98,56,64,0.52297593,64,393,0.859956236,277,180,0.606126915
2011,Hammersmith and Fulham 018,E02000389,601,151,169,114,39,48,29,10,27,14,39,159,264,120,19,0.329450915,26,44,53,10,69,360,39,0.663893511,304,155,61,81,0.505823627,102,499,0.830282862,362,239,0.602329451
2011,Hammersmith and Fulham 019,E02000390,443,83,98,112,23,46,24,15,26,16,39,154,162,74,14,0.435665914,27,39,31,11,42,252,41,0.661399549,223,99,45,76,0.503386005,62,381,0.860045147,252,191,0.568848758
2011,Hammersmith and Fulham 020,E02000391,442,114,106,105,27,31,20,5,23,11,24,99,185,115,19,0.278280543,36,24,35,9,43,274,21,0.667420814,273,71,36,62,0.617647059,59,383,0.866515837,290,152,0.656108597
2011,Hammersmith and Fulham 021,E02000392,541,121,114,117,34,48,24,25,36,22,35,185,198,100,23,0.406654344,32,36,31,15,71,324,32,0.658040665,305,103,57,76,0.563770795,76,465,0.859519409,326,215,0.6025878
2011,Hammersmith and Fulham 022,E02000393,459,105,133,119,30,30,12,6,16,8,25,180,163,66,25,0.446623094,17,15,33,10,52,303,29,0.723311547,246,93,57,63,0.535947712,65,394,0.8583878,260,199,0.566448802
2011,Hammersmith and Fulham 023,E02000394,510,133,104,114,36,40,28,12,22,21,31,174,207,83,15,0.401960784,28,44,52,11,47,284,44,0.643137255,299,89,45,77,0.58627451,82,428,0.839215686,284,226,0.556862745
2011,Hammersmith and Fulham 024,E02000395,406,114,124,97,20,23,8,7,8,5,25,124,148,97,12,0.366995074,10,15,30,3,42,287,19,0.753694581,234,89,47,36,0.57635468,47,359,0.884236453,229,177,0.564039409
2011,Hammersmith and Fulham 025,E02000396,429,115,78,79,31,39,24,11,36,16,23,111,196,84,15,0.312354312,36,37,49,8,39,215,45,0.606060606,258,79,41,51,0.601398601,75,354,0.825174825,256,173,0.596736597
2011,Haringey 001,E02000397,693,73,190,77,40,93,52,26,77,65,46,212,281,137,17,0.372294372,64,67,75,11,57,333,86,0.604617605,348,159,42,144,0.502164502,161,532,0.767676768,425,268,0.613275613
2011,Haringey 002,E02000398,557,48,76,37,49,104,57,36,89,61,32,116,267,130,12,0.265709156,118,84,62,20,47,151,75,0.405745063,323,117,19,98,0.57989228,201,356,0.639138241,374,183,0.671454219
2011,Haringey 004,E02000400,802,115,227,112,50,95,56,32,59,56,40,189,345,204,24,0.28553616,84,69,90,13,92,397,57,0.566084788,442,189,37,134,0.551122195,200,602,0.750623441,452,350,0.563591022
2011,Haringey 005,E02000401,714,74,114,63,69,115,71,57,86,65,50,154,311,180,19,0.285714286,133,107,103,9,80,203,79,0.394957983,473,108,19,114,0.662464986,224,490,0.68627451,421,293,0.589635854
2011,Haringey 006,E02000402,621,49,85,50,61,87,56,62,98,73,46,156,262,149,8,0.325281804,136,86,84,10,69,177,59,0.380032206,394,95,28,104,0.634460548,197,424,0.682769726,364,257,0.586151369
2011,Haringey 007,E02000403,634,61,145,78,35,117,47,22,83,46,32,243,216,130,13,0.433753943,58,57,66,14,62,274,103,0.594637224,300,157,22,155,0.47318612,142,492,0.776025237,421,213,0.664037855
2011,Haringey 008,E02000404,604,57,110,52,47,101,40,51,79,67,40,175,246,135,8,0.355960265,103,66,69,9,41,224,92,0.523178808,356,103,21,124,0.589403974,174,430,0.71192053,394,210,0.652317881
2011,Haringey 009,E02000405,832,134,306,174,42,62,46,12,26,30,30,144,358,263,37,0.209134615,33,64,100,10,69,518,38,0.668269231,467,181,53,131,0.561298077,204,628,0.754807692,437,395,0.525240385
2011,Haringey 010,E02000406,573,61,93,63,42,81,70,36,73,54,37,166,254,107,9,0.354275742,73,69,65,15,53,208,90,0.520069808,356,90,24,103,0.621291449,161,412,0.719022688,354,219,0.617801047
2011,Haringey 011,E02000407,579,58,66,58,47,90,67,53,79,61,28,154,262,125,10,0.31433506,119,65,74,7,58,181,75,0.442141623,324,107,23,125,0.559585492,167,412,0.711571675,354,225,0.611398964
2011,Haringey 012,E02000408,519,46,70,54,53,94,55,37,54,56,37,135,217,119,11,0.331406551,92,74,61,13,53,144,82,0.435452794,318,82,18,101,0.612716763,144,375,0.722543353,338,181,0.651252408
2011,Haringey 013,E02000409,565,62,87,46,39,81,47,41,93,69,40,138,234,140,13,0.315044248,129,67,58,12,57,169,73,0.428318584,351,105,30,79,0.621238938,167,398,0.704424779,352,213,0.62300885
2011,Haringey 014,E02000410,815,139,300,152,50,78,39,14,26,17,28,180,347,230,30,0.255214724,29,49,59,6,94,529,49,0.709202454,433,181,51,150,0.531288344,179,636,0.780368098,441,374,0.541104294
2011,Haringey 015,E02000411,555,57,75,53,50,99,60,37,74,50,32,152,229,127,15,0.331531532,93,67,80,8,57,165,85,0.45045045,342,98,27,88,0.616216216,148,407,0.733333333,350,205,0.630630631
2011,Haringey 016,E02000412,427,40,92,48,30,74,29,20,60,34,23,136,175,81,12,0.37236534,59,36,42,9,43,177,61,0.557377049,228,85,23,91,0.533957845,111,316,0.740046838,272,155,0.637002342
2011,Haringey 017,E02000413,841,140,331,122,54,53,46,35,33,27,35,170,362,231,43,0.243757432,45,61,74,10,72,533,46,0.688466112,482,196,60,103,0.573127229,215,626,0.744351962,437,404,0.519619501
2011,Haringey 018,E02000414,601,61,128,59,42,116,61,36,59,39,41,123,276,145,16,0.272878536,76,65,61,11,80,232,76,0.512479201,369,101,25,106,0.613976705,153,448,0.745424293,369,232,0.613976705
2011,Haringey 019,E02000415,544,53,100,63,40,115,35,33,51,54,35,155,212,136,6,0.349264706,80,49,51,9,50,227,78,0.560661765,295,94,25,130,0.542279412,143,401,0.737132353,362,182,0.665441176
2011,Haringey 020,E02000416,699,77,195,129,47,74,45,43,56,33,27,190,300,161,21,0.310443491,59,72,73,3,78,373,41,0.592274678,403,138,34,124,0.576537911,187,512,0.732474964,395,304,0.56509299
2011,Haringey 021,E02000417,685,125,256,130,36,60,31,9,20,18,24,166,256,203,36,0.277372263,35,39,42,6,74,457,32,0.713868613,378,146,53,108,0.551824818,144,541,0.789781022,361,324,0.527007299
2011,Haringey 022,E02000418,646,115,241,122,37,48,29,19,19,16,23,108,279,206,30,0.202786378,24,56,61,13,63,407,22,0.664086687,375,148,35,88,0.580495356,146,500,0.773993808,328,318,0.507739938
2011,Haringey 023,E02000419,584,68,174,81,43,69,42,24,41,42,34,193,213,132,12,0.38869863,55,40,59,11,65,286,68,0.606164384,312,112,31,129,0.534246575,142,442,0.756849315,354,230,0.606164384
2011,Haringey 024,E02000420,509,43,94,42,38,99,39,26,68,60,31,142,203,115,18,0.339882122,84,39,60,9,41,179,97,0.542239686,304,68,21,116,0.597249509,157,352,0.691552063,324,185,0.63654224
2011,Haringey 025,E02000421,394,22,68,33,30,82,37,28,67,27,22,112,175,75,10,0.340101523,67,30,37,8,45,129,78,0.525380711,235,56,16,87,0.596446701,108,286,0.725888325,260,134,0.659898477
2011,Haringey 026,E02000422,543,39,116,50,35,86,36,46,93,42,25,170,232,101,15,0.359116022,78,50,46,9,72,196,92,0.53038674,306,109,21,107,0.563535912,159,384,0.70718232,365,178,0.672191529
2011,Haringey 027,E02000423,459,51,94,55,37,76,27,28,45,46,22,128,183,116,10,0.326797386,57,42,52,9,51,182,66,0.540305011,257,90,18,94,0.559912854,138,321,0.699346405,300,159,0.653594771
2011,Haringey 028,E02000424,605,89,216,107,32,49,36,21,32,23,21,149,262,161,12,0.280991736,26,44,56,11,76,361,31,0.647933884,314,150,44,97,0.519008264,127,478,0.790082645,335,270,0.553719008
2011,Haringey 029,E02000425,595,89,93,64,73,99,32,44,66,35,37,188,215,134,21,0.378151261,179,73,55,8,49,148,83,0.388235294,403,68,13,111,0.677310924,262,333,0.559663866,440,155,0.739495798
2011,Haringey 030,E02000426,733,197,264,115,43,48,20,13,22,11,29,147,272,224,61,0.240109141,26,42,50,8,71,493,43,0.731241473,464,127,53,89,0.633015007,162,571,0.77899045,453,280,0.618008186
2011,Haringey 031,E02000427,437,49,121,59,24,45,39,20,49,31,31,134,172,90,10,0.377574371,29,40,45,8,53,218,44,0.599542334,263,71,18,85,0.601830664,103,334,0.764302059,257,180,0.588100686
2011,Haringey 032,E02000428,494,48,66,56,41,98,33,41,70,41,42,136,210,93,13,0.360323887,85,53,46,7,56,168,79,0.5,273,85,27,109,0.552631579,158,336,0.680161943,340,154,0.688259109
2011,Haringey 033,E02000429,691,136,296,104,35,41,34,11,23,11,16,160,275,193,47,0.254703329,29,25,58,4,51,494,30,0.758321274,407,152,44,88,0.589001447,150,541,0.7829233,373,318,0.539797395
2011,Haringey 034,E02000430,663,109,252,125,27,65,34,13,23,15,16,199,287,141,20,0.32428356,39,26,45,12,63,453,25,0.720965309,355,147,47,114,0.535444947,141,522,0.787330317,358,305,0.539969834
2011,Haringey 035,E02000431,510,99,205,103,23,32,9,8,20,11,19,138,210,122,21,0.307843137,14,22,37,9,38,378,12,0.764705882,272,95,69,74,0.533333333,80,430,0.843137255,313,197,0.61372549
2011,Haringey 036,E02000432,409,49,136,70,27,38,21,18,34,16,14,140,137,104,14,0.376528117,28,31,33,7,39,244,27,0.662591687,237,80,24,68,0.579462103,89,320,0.782396088,223,186,0.545232274
2011,Haringey 037,E02006794,517,38,60,47,34,96,46,44,94,58,30,143,235,99,10,0.334622824,97,80,73,11,55,139,62,0.388781431,315,94,6,102,0.609284333,173,344,0.665377176,351,166,0.678916828
2011,Harrow 001,E02000433,1548,348,472,202,189,77,101,66,56,37,89,307,510,485,157,0.255813953,129,177,167,26,137,813,99,0.589147287,837,441,104,166,0.540697674,401,1147,0.740956072,847,701,0.547157623
2011,Harrow 002,E02000434,1597,270,455,194,212,111,109,106,84,56,105,311,545,536,100,0.260488416,122,188,180,24,149,802,132,0.584846587,927,388,100,182,0.580463369,451,1146,0.717595492,874,723,0.547276143
2011,Harrow 003,E02000435,1593,284,388,218,216,121,98,110,78,80,111,315,548,523,96,0.267419962,135,172,230,29,184,707,136,0.529190207,900,407,87,199,0.564971751,387,1206,0.757062147,863,730,0.541745135
2011,Harrow 004,E02000436,1425,263,494,178,185,68,102,67,34,34,101,167,490,564,103,0.188070175,73,136,168,43,172,757,76,0.584561404,833,390,72,130,0.584561404,412,1013,0.710877193,714,711,0.501052632
2011,Harrow 005,E02000437,1840,258,401,219,244,231,161,126,97,103,140,367,691,560,82,0.275543478,141,199,265,69,246,764,156,0.5,1084,412,92,252,0.589130435,479,1361,0.739673913,993,847,0.539673913
2011,Harrow 006,E02000438,1579,260,373,194,207,129,128,108,88,92,106,329,585,481,78,0.275490817,127,194,204,26,207,700,121,0.519949335,929,392,93,165,0.588347055,415,1164,0.737175427,838,741,0.530715643
2011,Harrow 007,E02000439,1446,127,253,141,183,243,110,126,144,119,118,368,518,410,32,0.336099585,138,209,167,30,154,518,230,0.517289073,782,329,74,261,0.540802213,392,1054,0.728907331,849,597,0.587136929
2011,Harrow 008,E02000440,2259,311,525,279,365,202,160,169,131,117,147,416,897,710,89,0.249225321,148,295,321,55,275,964,201,0.515714918,1336,501,125,297,0.591412129,638,1621,0.717574148,1203,1056,0.532536521
2011,Harrow 009,E02000441,1320,214,373,152,152,104,105,77,76,67,87,264,477,432,60,0.265909091,108,132,164,33,133,643,107,0.568181818,705,397,65,153,0.534090909,363,957,0.725,674,646,0.510606061
2011,Harrow 010,E02000442,1587,177,239,158,200,258,98,180,134,143,129,413,611,399,35,0.34152489,210,209,189,25,158,553,243,0.501575299,879,359,78,271,0.553875236,414,1173,0.739130435,977,610,0.615626969
2011,Harrow 011,E02000443,1617,158,288,166,196,256,131,140,161,121,117,409,682,361,48,0.325293754,171,192,197,49,246,576,186,0.471243043,930,391,73,223,0.575139147,417,1200,0.742115028,962,655,0.594928881
2011,Harrow 012,E02000444,1767,200,352,199,266,183,111,177,134,145,101,343,729,545,49,0.251273345,180,232,229,46,201,693,186,0.497453311,1062,373,99,233,0.601018676,464,1303,0.737408036,1029,738,0.582342954
2011,Harrow 013,E02000445,1653,158,317,176,193,222,140,123,166,158,109,439,671,391,43,0.331518451,151,218,232,44,185,645,178,0.497882638,971,374,65,243,0.587416818,422,1231,0.744706594,986,667,0.596491228
2011,Harrow 015,E02000447,1557,228,394,193,204,148,100,97,104,89,109,296,560,518,74,0.260115607,93,159,205,49,211,717,123,0.539499037,962,355,79,161,0.617854849,410,1147,0.736673089,843,714,0.541425819
2011,Harrow 016,E02000448,1214,220,428,144,149,87,81,48,26,31,63,229,428,420,74,0.240527183,43,89,124,25,135,729,69,0.657331137,686,323,78,127,0.565074135,345,869,0.715815486,602,612,0.495881384
2011,Harrow 017,E02000449,1536,158,190,136,229,244,138,157,137,147,131,406,553,402,44,0.349609375,212,230,219,30,165,477,203,0.442708333,927,290,61,258,0.603515625,402,1134,0.73828125,914,622,0.595052083
2011,Harrow 019,E02000451,1338,174,431,161,185,112,83,82,52,58,79,258,510,447,44,0.25186846,61,127,167,33,155,712,83,0.594170404,793,306,99,140,0.592675635,327,1011,0.755605381,696,642,0.520179372
2011,Harrow 020,E02000452,1140,153,302,122,105,150,68,81,102,57,80,366,423,240,31,0.39122807,78,113,138,21,113,544,133,0.593859649,598,277,68,197,0.524561404,247,893,0.783333333,710,430,0.622807018
2011,Harrow 021,E02000453,1288,150,388,164,140,108,89,85,94,70,78,323,531,325,31,0.311335404,79,125,143,17,139,661,124,0.60947205,735,315,89,149,0.570652174,305,983,0.763198758,693,595,0.538043478
2011,Harrow 022,E02000454,1565,210,484,207,223,126,107,91,52,65,90,232,629,551,63,0.205750799,71,153,202,49,202,827,61,0.567412141,910,391,89,175,0.581469649,428,1137,0.726517572,763,802,0.487539936
2011,Harrow 023,E02000455,1077,126,334,140,118,105,57,52,65,80,86,289,413,245,44,0.348189415,52,86,117,22,112,575,113,0.638811513,612,256,67,142,0.568245125,241,836,0.776230269,608,469,0.564531105
2011,Harrow 024,E02000456,1179,117,306,132,163,117,81,83,94,86,73,289,452,330,35,0.307039864,72,139,122,25,146,552,123,0.572519084,649,306,61,163,0.550466497,300,879,0.745547074,652,527,0.553011026
2011,Harrow 025,E02000457,1158,143,334,130,177,109,75,79,60,51,76,185,458,392,47,0.225388601,63,148,141,22,142,549,93,0.554404145,698,275,50,135,0.602763385,315,843,0.727979275,633,525,0.546632124
2011,Harrow 027,E02000459,1317,153,286,159,158,131,89,103,108,130,66,336,506,360,49,0.30523918,125,144,156,28,152,550,162,0.540622627,809,322,48,138,0.614274867,358,959,0.728170084,806,511,0.611996963
2011,Harrow 028,E02000460,1137,108,195,120,156,117,104,124,112,101,85,279,483,265,25,0.320140721,105,158,159,15,132,425,143,0.499560246,723,255,35,124,0.635883905,291,846,0.744063325,671,466,0.590149516
2011,Harrow 029,E02000461,1134,205,361,145,112,100,48,47,61,55,60,321,443,257,53,0.335978836,73,101,89,25,106,642,98,0.652557319,660,285,64,125,0.582010582,213,921,0.812169312,633,501,0.558201058
2011,Harrow 030,E02000462,1168,139,223,126,150,113,73,99,129,116,62,261,504,296,45,0.276541096,120,150,149,22,130,444,153,0.511130137,689,269,67,143,0.58989726,302,866,0.741438356,733,435,0.627568493
2011,Harrow 031,E02000463,1797,203,275,185,224,217,148,177,196,172,131,342,776,509,39,0.263216472,194,289,265,57,205,564,223,0.437952142,1052,438,92,215,0.585420145,459,1338,0.74457429,1075,722,0.598219254
2011,Harrow 032,E02006795,1617,196,362,165,215,170,114,161,128,106,93,317,689,480,38,0.253555968,110,207,205,35,199,666,195,0.532467532,974,408,74,161,0.602350031,455,1162,0.718614719,944,673,0.583797155
2011,Harrow 033,E02006882,3096,366,585,365,481,360,178,323,216,222,214,702,1053,1022,105,0.295865633,285,402,410,64,350,1238,347,0.511950904,1884,651,148,413,0.608527132,817,2279,0.736111111,1750,1346,0.565245478
2011,Havering 001,E02000464,1368,119,127,141,169,257,141,110,171,133,118,280,537,395,38,0.290935673,260,283,257,45,208,247,68,0.230263158,608,461,73,226,0.444444444,345,1023,0.747807018,797,571,0.582602339
2011,Havering 002,E02000465,1668,145,177,164,210,308,149,133,198,184,141,342,714,427,44,0.289568345,301,322,306,86,221,323,109,0.258992806,814,515,99,240,0.488009592,406,1262,0.756594724,952,716,0.570743405
2011,Havering 003,E02000466,1966,203,222,196,262,367,204,162,181,169,178,406,725,582,75,0.297049847,321,385,404,79,258,411,108,0.263987792,988,574,86,318,0.502543235,544,1422,0.723296033,1049,917,0.533570702
2011,Havering 004,E02000467,1775,126,191,157,204,317,192,120,259,209,159,421,714,445,36,0.326760563,335,357,315,75,234,347,112,0.258591549,817,575,94,289,0.46028169,430,1345,0.757746479,1024,751,0.576901408
2011,Havering 005,E02000468,1886,198,226,214,265,336,172,143,201,131,179,369,740,536,62,0.290562036,292,389,337,94,269,388,117,0.26776246,956,558,78,294,0.506892895,454,1432,0.759278897,1051,835,0.557264051
2011,Havering 006,E02000469,1350,125,148,140,185,254,122,108,141,127,111,278,571,352,38,0.288148148,226,279,261,52,178,274,80,0.262222222,670,399,94,187,0.496296296,326,1024,0.758518519,749,601,0.554814815
